START_SHOWCONTROL
TARGET_TYPE,TARGET_TYPE_AS_TEXT,TARGET_LIST_NUMBER,TARGET_ID,PART_NUMBER,LABEL,TIME_ADDRESS,DATE,TRIGGER,ACTION
28,Event,65,75,5,Fader Level 0x4B,,,MIDI: B1 04 4B,Sub  65
28,Event,65,76,5,Fader Level 0x4C,,,MIDI: B1 04 4C,Sub  65
28,Event,65,77,5,Fader Level 0x4D,,,MIDI: B1 04 4D,Sub  65
28,Event,65,78,5,Fader Level 0x4E,,,MIDI: B1 04 4E,Sub  65
28,Event,65,79,5,Fader Level 0x4F,,,MIDI: B1 04 4F,Sub  65
28,Event,65,80,5,Fader Level 0x50,,,MIDI: B1 04 50,Sub  65
28,Event,65,81,5,Fader Level 0x51,,,MIDI: B1 04 51,Sub  65
28,Event,65,82,5,Fader Level 0x52,,,MIDI: B1 04 52,Sub  65
28,Event,65,83,5,Fader Level 0x53,,,MIDI: B1 04 53,Sub  65
28,Event,65,84,5,Fader Level 0x54,,,MIDI: B1 04 54,Sub  65
28,Event,65,85,5,Fader Level 0x55,,,MIDI: B1 04 55,Sub  65
28,Event,65,86,5,Fader Level 0x56,,,MIDI: B1 04 56,Sub  65
28,Event,65,87,5,Fader Level 0x57,,,MIDI: B1 04 57,Sub  65
28,Event,65,88,5,Fader Level 0x58,,,MIDI: B1 04 58,Sub  65
28,Event,65,89,5,Fader Level 0x59,,,MIDI: B1 04 59,Sub  65
28,Event,65,90,5,Fader Level 0x5A,,,MIDI: B1 04 5A,Sub  65
28,Event,65,91,5,Fader Level 0x5B,,,MIDI: B1 04 5B,Sub  65
28,Event,65,92,5,Fader Level 0x5C,,,MIDI: B1 04 5C,Sub  65
28,Event,65,93,5,Fader Level 0x5D,,,MIDI: B1 04 5D,Sub  65
28,Event,65,94,5,Fader Level 0x5E,,,MIDI: B1 04 5E,Sub  65
28,Event,65,95,5,Fader Level 0x5F,,,MIDI: B1 04 5F,Sub  65
28,Event,65,96,5,Fader Level 0x60,,,MIDI: B1 04 60,Sub  65
28,Event,65,97,5,Fader Level 0x61,,,MIDI: B1 04 61,Sub  65
28,Event,65,98,5,Fader Level 0x62,,,MIDI: B1 04 62,Sub  65
28,Event,65,99,5,Fader Level 0x63,,,MIDI: B1 04 63,Sub  65
28,Event,65,100,5,Fader Level 0x64,,,MIDI: B1 04 64,Sub  65
28,Event,65,101,5,Fader Level 0x65,,,MIDI: B1 04 65,Sub  65
28,Event,65,102,5,Fader Level 0x66,,,MIDI: B1 04 66,Sub  65
28,Event,65,103,5,Fader Level 0x67,,,MIDI: B1 04 67,Sub  65
28,Event,65,104,5,Fader Level 0x68,,,MIDI: B1 04 68,Sub  65
28,Event,65,105,5,Fader Level 0x69,,,MIDI: B1 04 69,Sub  65
28,Event,65,106,5,Fader Level 0x6A,,,MIDI: B1 04 6A,Sub  65
28,Event,65,107,5,Fader Level 0x6B,,,MIDI: B1 04 6B,Sub  65
28,Event,65,108,5,Fader Level 0x6C,,,MIDI: B1 04 6C,Sub  65
28,Event,65,109,5,Fader Level 0x6D,,,MIDI: B1 04 6D,Sub  65
28,Event,65,110,5,Fader Level 0x6E,,,MIDI: B1 04 6E,Sub  65
28,Event,65,111,5,Fader Level 0x6F,,,MIDI: B1 04 6F,Sub  65
28,Event,65,112,5,Fader Level 0x70,,,MIDI: B1 04 70,Sub  65
28,Event,65,113,5,Fader Level 0x71,,,MIDI: B1 04 71,Sub  65
28,Event,65,114,5,Fader Level 0x72,,,MIDI: B1 04 72,Sub  65
28,Event,65,115,5,Fader Level 0x73,,,MIDI: B1 04 73,Sub  65
28,Event,65,116,5,Fader Level 0x74,,,MIDI: B1 04 74,Sub  65
28,Event,65,117,5,Fader Level 0x75,,,MIDI: B1 04 75,Sub  65
28,Event,65,118,5,Fader Level 0x76,,,MIDI: B1 04 76,Sub  65
28,Event,65,119,5,Fader Level 0x77,,,MIDI: B1 04 77,Sub  65
28,Event,65,120,5,Fader Level 0x78,,,MIDI: B1 04 78,Sub  65
28,Event,65,121,5,Fader Level 0x79,,,MIDI: B1 04 79,Sub  65
28,Event,65,122,5,Fader Level 0x7A,,,MIDI: B1 04 7A,Sub  65
28,Event,65,123,5,Fader Level 0x7B,,,MIDI: B1 04 7B,Sub  65
28,Event,65,124,5,Fader Level 0x7C,,,MIDI: B1 04 7C,Sub  65
28,Event,65,125,5,Fader Level 0x7D,,,MIDI: B1 04 7D,Sub  65
28,Event,65,126,5,Fader Level 0x7E,,,MIDI: B1 04 7E,Sub  65
28,Event,65,127,5,Fader Level 0x7F,,,MIDI: B1 04 7F,Sub  65
28,Event,65,128,5,Fader Level 0x00,,,MIDI: B1 04 00,Sub  65
28,Event,65,129,5,R Button HIGH,,,MIDI: B1 44 7F,Sub  65
28,Event,65,130,5,R Button LOW,,,MIDI: B1 44 00,Sub  65
28,Event,66,0,5,,,,Source 1 External,Network
28,Event,66,1,5,Fader Level 0x01,,,MIDI: B1 05 01,Sub  66
28,Event,66,2,5,Fader Level 0x02,,,MIDI: B1 05 02,Sub  66
28,Event,66,3,5,Fader Level 0x03,,,MIDI: B1 05 03,Sub  66
28,Event,66,4,5,Fader Level 0x04,,,MIDI: B1 05 04,Sub  66
28,Event,66,5,5,Fader Level 0x05,,,MIDI: B1 05 05,Sub  66
28,Event,66,6,5,Fader Level 0x06,,,MIDI: B1 05 06,Sub  66
28,Event,66,7,5,Fader Level 0x07,,,MIDI: B1 05 07,Sub  66
28,Event,66,8,5,Fader Level 0x08,,,MIDI: B1 05 08,Sub  66
28,Event,66,9,5,Fader Level 0x09,,,MIDI: B1 05 09,Sub  66
28,Event,66,10,5,Fader Level 0x0A,,,MIDI: B1 05 0A,Sub  66
28,Event,66,11,5,Fader Level 0x0B,,,MIDI: B1 05 0B,Sub  66
28,Event,66,12,5,Fader Level 0x0C,,,MIDI: B1 05 0C,Sub  66
28,Event,66,13,5,Fader Level 0x0D,,,MIDI: B1 05 0D,Sub  66
28,Event,66,14,5,Fader Level 0x0E,,,MIDI: B1 05 0E,Sub  66
28,Event,66,15,5,Fader Level 0x0F,,,MIDI: B1 05 0F,Sub  66
28,Event,66,16,5,Fader Level 0x10,,,MIDI: B1 05 10,Sub  66
28,Event,66,17,5,Fader Level 0x11,,,MIDI: B1 05 11,Sub  66
28,Event,66,18,5,Fader Level 0x12,,,MIDI: B1 05 12,Sub  66
28,Event,66,19,5,Fader Level 0x13,,,MIDI: B1 05 13,Sub  66
28,Event,66,20,5,Fader Level 0x14,,,MIDI: B1 05 14,Sub  66
28,Event,66,21,5,Fader Level 0x15,,,MIDI: B1 05 15,Sub  66
28,Event,66,22,5,Fader Level 0x16,,,MIDI: B1 05 16,Sub  66
28,Event,66,23,5,Fader Level 0x17,,,MIDI: B1 05 17,Sub  66
28,Event,66,24,5,Fader Level 0x18,,,MIDI: B1 05 18,Sub  66
28,Event,66,25,5,Fader Level 0x19,,,MIDI: B1 05 19,Sub  66
28,Event,66,26,5,Fader Level 0x1A,,,MIDI: B1 05 1A,Sub  66
28,Event,66,27,5,Fader Level 0x1B,,,MIDI: B1 05 1B,Sub  66
28,Event,66,28,5,Fader Level 0x1C,,,MIDI: B1 05 1C,Sub  66
28,Event,66,29,5,Fader Level 0x1D,,,MIDI: B1 05 1D,Sub  66
28,Event,66,30,5,Fader Level 0x1E,,,MIDI: B1 05 1E,Sub  66
28,Event,66,31,5,Fader Level 0x1F,,,MIDI: B1 05 1F,Sub  66
28,Event,66,32,5,Fader Level 0x20,,,MIDI: B1 05 20,Sub  66
28,Event,66,33,5,Fader Level 0x21,,,MIDI: B1 05 21,Sub  66
28,Event,66,34,5,Fader Level 0x22,,,MIDI: B1 05 22,Sub  66
28,Event,66,35,5,Fader Level 0x23,,,MIDI: B1 05 23,Sub  66
28,Event,66,36,5,Fader Level 0x24,,,MIDI: B1 05 24,Sub  66
28,Event,66,37,5,Fader Level 0x25,,,MIDI: B1 05 25,Sub  66
28,Event,66,38,5,Fader Level 0x26,,,MIDI: B1 05 26,Sub  66
28,Event,66,39,5,Fader Level 0x27,,,MIDI: B1 05 27,Sub  66
28,Event,66,40,5,Fader Level 0x28,,,MIDI: B1 05 28,Sub  66
28,Event,66,41,5,Fader Level 0x29,,,MIDI: B1 05 29,Sub  66
28,Event,66,42,5,Fader Level 0x2A,,,MIDI: B1 05 2A,Sub  66
28,Event,66,43,5,Fader Level 0x2B,,,MIDI: B1 05 2B,Sub  66
28,Event,66,44,5,Fader Level 0x2C,,,MIDI: B1 05 2C,Sub  66
28,Event,66,45,5,Fader Level 0x2D,,,MIDI: B1 05 2D,Sub  66
28,Event,66,46,5,Fader Level 0x2E,,,MIDI: B1 05 2E,Sub  66
28,Event,66,47,5,Fader Level 0x2F,,,MIDI: B1 05 2F,Sub  66
28,Event,66,48,5,Fader Level 0x30,,,MIDI: B1 05 30,Sub  66
28,Event,66,49,5,Fader Level 0x31,,,MIDI: B1 05 31,Sub  66
28,Event,66,50,5,Fader Level 0x32,,,MIDI: B1 05 32,Sub  66
28,Event,66,51,5,Fader Level 0x33,,,MIDI: B1 05 33,Sub  66
28,Event,66,52,5,Fader Level 0x34,,,MIDI: B1 05 34,Sub  66
28,Event,66,53,5,Fader Level 0x35,,,MIDI: B1 05 35,Sub  66
28,Event,66,54,5,Fader Level 0x36,,,MIDI: B1 05 36,Sub  66
28,Event,66,55,5,Fader Level 0x37,,,MIDI: B1 05 37,Sub  66
28,Event,66,56,5,Fader Level 0x38,,,MIDI: B1 05 38,Sub  66
28,Event,66,57,5,Fader Level 0x39,,,MIDI: B1 05 39,Sub  66
28,Event,66,58,5,Fader Level 0x3A,,,MIDI: B1 05 3A,Sub  66
28,Event,66,59,5,Fader Level 0x3B,,,MIDI: B1 05 3B,Sub  66
28,Event,66,60,5,Fader Level 0x3C,,,MIDI: B1 05 3C,Sub  66
28,Event,66,61,5,Fader Level 0x3D,,,MIDI: B1 05 3D,Sub  66
28,Event,66,62,5,Fader Level 0x3E,,,MIDI: B1 05 3E,Sub  66
28,Event,66,63,5,Fader Level 0x3F,,,MIDI: B1 05 3F,Sub  66
28,Event,66,64,5,Fader Level 0x40,,,MIDI: B1 05 40,Sub  66
28,Event,66,65,5,Fader Level 0x41,,,MIDI: B1 05 41,Sub  66
28,Event,66,66,5,Fader Level 0x42,,,MIDI: B1 05 42,Sub  66
28,Event,66,67,5,Fader Level 0x43,,,MIDI: B1 05 43,Sub  66
28,Event,66,68,5,Fader Level 0x44,,,MIDI: B1 05 44,Sub  66
28,Event,66,69,5,Fader Level 0x45,,,MIDI: B1 05 45,Sub  66
28,Event,66,70,5,Fader Level 0x46,,,MIDI: B1 05 46,Sub  66
28,Event,66,71,5,Fader Level 0x47,,,MIDI: B1 05 47,Sub  66
28,Event,66,72,5,Fader Level 0x48,,,MIDI: B1 05 48,Sub  66
28,Event,66,73,5,Fader Level 0x49,,,MIDI: B1 05 49,Sub  66
28,Event,66,74,5,Fader Level 0x4A,,,MIDI: B1 05 4A,Sub  66
28,Event,66,75,5,Fader Level 0x4B,,,MIDI: B1 05 4B,Sub  66
28,Event,66,76,5,Fader Level 0x4C,,,MIDI: B1 05 4C,Sub  66
28,Event,66,77,5,Fader Level 0x4D,,,MIDI: B1 05 4D,Sub  66
28,Event,66,78,5,Fader Level 0x4E,,,MIDI: B1 05 4E,Sub  66
28,Event,66,79,5,Fader Level 0x4F,,,MIDI: B1 05 4F,Sub  66
28,Event,66,80,5,Fader Level 0x50,,,MIDI: B1 05 50,Sub  66
28,Event,66,81,5,Fader Level 0x51,,,MIDI: B1 05 51,Sub  66
28,Event,66,82,5,Fader Level 0x52,,,MIDI: B1 05 52,Sub  66
28,Event,66,83,5,Fader Level 0x53,,,MIDI: B1 05 53,Sub  66
28,Event,66,84,5,Fader Level 0x54,,,MIDI: B1 05 54,Sub  66
28,Event,66,85,5,Fader Level 0x55,,,MIDI: B1 05 55,Sub  66
28,Event,66,86,5,Fader Level 0x56,,,MIDI: B1 05 56,Sub  66
28,Event,66,87,5,Fader Level 0x57,,,MIDI: B1 05 57,Sub  66
28,Event,66,88,5,Fader Level 0x58,,,MIDI: B1 05 58,Sub  66
28,Event,66,89,5,Fader Level 0x59,,,MIDI: B1 05 59,Sub  66
28,Event,66,90,5,Fader Level 0x5A,,,MIDI: B1 05 5A,Sub  66
28,Event,66,91,5,Fader Level 0x5B,,,MIDI: B1 05 5B,Sub  66
28,Event,66,92,5,Fader Level 0x5C,,,MIDI: B1 05 5C,Sub  66
28,Event,66,93,5,Fader Level 0x5D,,,MIDI: B1 05 5D,Sub  66
28,Event,66,94,5,Fader Level 0x5E,,,MIDI: B1 05 5E,Sub  66
28,Event,66,95,5,Fader Level 0x5F,,,MIDI: B1 05 5F,Sub  66
28,Event,66,96,5,Fader Level 0x60,,,MIDI: B1 05 60,Sub  66
28,Event,66,97,5,Fader Level 0x61,,,MIDI: B1 05 61,Sub  66
28,Event,66,98,5,Fader Level 0x62,,,MIDI: B1 05 62,Sub  66
28,Event,66,99,5,Fader Level 0x63,,,MIDI: B1 05 63,Sub  66
28,Event,66,100,5,Fader Level 0x64,,,MIDI: B1 05 64,Sub  66
28,Event,66,101,5,Fader Level 0x65,,,MIDI: B1 05 65,Sub  66
28,Event,66,102,5,Fader Level 0x66,,,MIDI: B1 05 66,Sub  66
28,Event,66,103,5,Fader Level 0x67,,,MIDI: B1 05 67,Sub  66
28,Event,66,104,5,Fader Level 0x68,,,MIDI: B1 05 68,Sub  66
28,Event,66,105,5,Fader Level 0x69,,,MIDI: B1 05 69,Sub  66
28,Event,66,106,5,Fader Level 0x6A,,,MIDI: B1 05 6A,Sub  66
28,Event,66,107,5,Fader Level 0x6B,,,MIDI: B1 05 6B,Sub  66
28,Event,66,108,5,Fader Level 0x6C,,,MIDI: B1 05 6C,Sub  66
28,Event,66,109,5,Fader Level 0x6D,,,MIDI: B1 05 6D,Sub  66
28,Event,66,110,5,Fader Level 0x6E,,,MIDI: B1 05 6E,Sub  66
28,Event,66,111,5,Fader Level 0x6F,,,MIDI: B1 05 6F,Sub  66
28,Event,66,112,5,Fader Level 0x70,,,MIDI: B1 05 70,Sub  66
28,Event,66,113,5,Fader Level 0x71,,,MIDI: B1 05 71,Sub  66
28,Event,66,114,5,Fader Level 0x72,,,MIDI: B1 05 72,Sub  66
28,Event,66,115,5,Fader Level 0x73,,,MIDI: B1 05 73,Sub  66
28,Event,66,116,5,Fader Level 0x74,,,MIDI: B1 05 74,Sub  66
28,Event,66,117,5,Fader Level 0x75,,,MIDI: B1 05 75,Sub  66
28,Event,66,118,5,Fader Level 0x76,,,MIDI: B1 05 76,Sub  66
28,Event,66,119,5,Fader Level 0x77,,,MIDI: B1 05 77,Sub  66
28,Event,66,120,5,Fader Level 0x78,,,MIDI: B1 05 78,Sub  66
28,Event,66,121,5,Fader Level 0x79,,,MIDI: B1 05 79,Sub  66
28,Event,66,122,5,Fader Level 0x7A,,,MIDI: B1 05 7A,Sub  66
28,Event,66,123,5,Fader Level 0x7B,,,MIDI: B1 05 7B,Sub  66
28,Event,66,124,5,Fader Level 0x7C,,,MIDI: B1 05 7C,Sub  66
28,Event,66,125,5,Fader Level 0x7D,,,MIDI: B1 05 7D,Sub  66
28,Event,66,126,5,Fader Level 0x7E,,,MIDI: B1 05 7E,Sub  66
28,Event,66,127,5,Fader Level 0x7F,,,MIDI: B1 05 7F,Sub  66
28,Event,66,128,5,Fader Level 0x00,,,MIDI: B1 05 00,Sub  66
28,Event,66,129,5,R Button HIGH,,,MIDI: B1 45 7F,Sub  66
28,Event,66,130,5,R Button LOW,,,MIDI: B1 45 00,Sub  66
28,Event,67,0,5,,,,Source 1 External,Network
28,Event,67,1,5,Fader Level 0x01,,,MIDI: B1 06 01,Sub  67
28,Event,67,2,5,Fader Level 0x02,,,MIDI: B1 06 02,Sub  67
28,Event,67,3,5,Fader Level 0x03,,,MIDI: B1 06 03,Sub  67
28,Event,67,4,5,Fader Level 0x04,,,MIDI: B1 06 04,Sub  67
28,Event,67,5,5,Fader Level 0x05,,,MIDI: B1 06 05,Sub  67
28,Event,67,6,5,Fader Level 0x06,,,MIDI: B1 06 06,Sub  67
28,Event,67,7,5,Fader Level 0x07,,,MIDI: B1 06 07,Sub  67
28,Event,67,8,5,Fader Level 0x08,,,MIDI: B1 06 08,Sub  67
28,Event,67,9,5,Fader Level 0x09,,,MIDI: B1 06 09,Sub  67
28,Event,67,10,5,Fader Level 0x0A,,,MIDI: B1 06 0A,Sub  67
28,Event,67,11,5,Fader Level 0x0B,,,MIDI: B1 06 0B,Sub  67
28,Event,67,12,5,Fader Level 0x0C,,,MIDI: B1 06 0C,Sub  67
28,Event,67,13,5,Fader Level 0x0D,,,MIDI: B1 06 0D,Sub  67
28,Event,67,14,5,Fader Level 0x0E,,,MIDI: B1 06 0E,Sub  67
28,Event,67,15,5,Fader Level 0x0F,,,MIDI: B1 06 0F,Sub  67
28,Event,67,16,5,Fader Level 0x10,,,MIDI: B1 06 10,Sub  67
28,Event,67,17,5,Fader Level 0x11,,,MIDI: B1 06 11,Sub  67
28,Event,67,18,5,Fader Level 0x12,,,MIDI: B1 06 12,Sub  67
28,Event,67,19,5,Fader Level 0x13,,,MIDI: B1 06 13,Sub  67
28,Event,67,20,5,Fader Level 0x14,,,MIDI: B1 06 14,Sub  67
28,Event,67,21,5,Fader Level 0x15,,,MIDI: B1 06 15,Sub  67
28,Event,67,22,5,Fader Level 0x16,,,MIDI: B1 06 16,Sub  67
28,Event,67,23,5,Fader Level 0x17,,,MIDI: B1 06 17,Sub  67
28,Event,67,24,5,Fader Level 0x18,,,MIDI: B1 06 18,Sub  67
28,Event,67,25,5,Fader Level 0x19,,,MIDI: B1 06 19,Sub  67
28,Event,67,26,5,Fader Level 0x1A,,,MIDI: B1 06 1A,Sub  67
28,Event,67,27,5,Fader Level 0x1B,,,MIDI: B1 06 1B,Sub  67
28,Event,67,28,5,Fader Level 0x1C,,,MIDI: B1 06 1C,Sub  67
28,Event,67,29,5,Fader Level 0x1D,,,MIDI: B1 06 1D,Sub  67
28,Event,67,30,5,Fader Level 0x1E,,,MIDI: B1 06 1E,Sub  67
28,Event,67,31,5,Fader Level 0x1F,,,MIDI: B1 06 1F,Sub  67
28,Event,67,32,5,Fader Level 0x20,,,MIDI: B1 06 20,Sub  67
28,Event,67,33,5,Fader Level 0x21,,,MIDI: B1 06 21,Sub  67
28,Event,67,34,5,Fader Level 0x22,,,MIDI: B1 06 22,Sub  67
28,Event,67,35,5,Fader Level 0x23,,,MIDI: B1 06 23,Sub  67
28,Event,67,36,5,Fader Level 0x24,,,MIDI: B1 06 24,Sub  67
28,Event,67,37,5,Fader Level 0x25,,,MIDI: B1 06 25,Sub  67
28,Event,67,38,5,Fader Level 0x26,,,MIDI: B1 06 26,Sub  67
28,Event,67,39,5,Fader Level 0x27,,,MIDI: B1 06 27,Sub  67
28,Event,67,40,5,Fader Level 0x28,,,MIDI: B1 06 28,Sub  67
28,Event,67,41,5,Fader Level 0x29,,,MIDI: B1 06 29,Sub  67
28,Event,67,42,5,Fader Level 0x2A,,,MIDI: B1 06 2A,Sub  67
28,Event,67,43,5,Fader Level 0x2B,,,MIDI: B1 06 2B,Sub  67
28,Event,67,44,5,Fader Level 0x2C,,,MIDI: B1 06 2C,Sub  67
28,Event,67,45,5,Fader Level 0x2D,,,MIDI: B1 06 2D,Sub  67
28,Event,67,46,5,Fader Level 0x2E,,,MIDI: B1 06 2E,Sub  67
28,Event,67,47,5,Fader Level 0x2F,,,MIDI: B1 06 2F,Sub  67
28,Event,67,48,5,Fader Level 0x30,,,MIDI: B1 06 30,Sub  67
28,Event,67,49,5,Fader Level 0x31,,,MIDI: B1 06 31,Sub  67
28,Event,67,50,5,Fader Level 0x32,,,MIDI: B1 06 32,Sub  67
28,Event,67,51,5,Fader Level 0x33,,,MIDI: B1 06 33,Sub  67
28,Event,67,52,5,Fader Level 0x34,,,MIDI: B1 06 34,Sub  67
28,Event,67,53,5,Fader Level 0x35,,,MIDI: B1 06 35,Sub  67
28,Event,67,54,5,Fader Level 0x36,,,MIDI: B1 06 36,Sub  67
28,Event,67,55,5,Fader Level 0x37,,,MIDI: B1 06 37,Sub  67
28,Event,67,56,5,Fader Level 0x38,,,MIDI: B1 06 38,Sub  67
28,Event,67,57,5,Fader Level 0x39,,,MIDI: B1 06 39,Sub  67
28,Event,67,58,5,Fader Level 0x3A,,,MIDI: B1 06 3A,Sub  67
28,Event,67,59,5,Fader Level 0x3B,,,MIDI: B1 06 3B,Sub  67
28,Event,67,60,5,Fader Level 0x3C,,,MIDI: B1 06 3C,Sub  67
28,Event,67,61,5,Fader Level 0x3D,,,MIDI: B1 06 3D,Sub  67
28,Event,67,62,5,Fader Level 0x3E,,,MIDI: B1 06 3E,Sub  67
28,Event,67,63,5,Fader Level 0x3F,,,MIDI: B1 06 3F,Sub  67
28,Event,67,64,5,Fader Level 0x40,,,MIDI: B1 06 40,Sub  67
28,Event,67,65,5,Fader Level 0x41,,,MIDI: B1 06 41,Sub  67
28,Event,67,66,5,Fader Level 0x42,,,MIDI: B1 06 42,Sub  67
28,Event,67,67,5,Fader Level 0x43,,,MIDI: B1 06 43,Sub  67
28,Event,67,68,5,Fader Level 0x44,,,MIDI: B1 06 44,Sub  67
28,Event,67,69,5,Fader Level 0x45,,,MIDI: B1 06 45,Sub  67
28,Event,67,70,5,Fader Level 0x46,,,MIDI: B1 06 46,Sub  67
28,Event,67,71,5,Fader Level 0x47,,,MIDI: B1 06 47,Sub  67
28,Event,67,72,5,Fader Level 0x48,,,MIDI: B1 06 48,Sub  67
28,Event,67,73,5,Fader Level 0x49,,,MIDI: B1 06 49,Sub  67
28,Event,67,74,5,Fader Level 0x4A,,,MIDI: B1 06 4A,Sub  67
28,Event,67,75,5,Fader Level 0x4B,,,MIDI: B1 06 4B,Sub  67
28,Event,67,76,5,Fader Level 0x4C,,,MIDI: B1 06 4C,Sub  67
28,Event,67,77,5,Fader Level 0x4D,,,MIDI: B1 06 4D,Sub  67
28,Event,67,78,5,Fader Level 0x4E,,,MIDI: B1 06 4E,Sub  67
28,Event,67,79,5,Fader Level 0x4F,,,MIDI: B1 06 4F,Sub  67
28,Event,67,80,5,Fader Level 0x50,,,MIDI: B1 06 50,Sub  67
28,Event,67,81,5,Fader Level 0x51,,,MIDI: B1 06 51,Sub  67
28,Event,67,82,5,Fader Level 0x52,,,MIDI: B1 06 52,Sub  67
28,Event,67,83,5,Fader Level 0x53,,,MIDI: B1 06 53,Sub  67
28,Event,67,84,5,Fader Level 0x54,,,MIDI: B1 06 54,Sub  67
28,Event,67,85,5,Fader Level 0x55,,,MIDI: B1 06 55,Sub  67
28,Event,67,86,5,Fader Level 0x56,,,MIDI: B1 06 56,Sub  67
28,Event,67,87,5,Fader Level 0x57,,,MIDI: B1 06 57,Sub  67
28,Event,67,88,5,Fader Level 0x58,,,MIDI: B1 06 58,Sub  67
28,Event,67,89,5,Fader Level 0x59,,,MIDI: B1 06 59,Sub  67
28,Event,67,90,5,Fader Level 0x5A,,,MIDI: B1 06 5A,Sub  67
28,Event,67,91,5,Fader Level 0x5B,,,MIDI: B1 06 5B,Sub  67
28,Event,67,92,5,Fader Level 0x5C,,,MIDI: B1 06 5C,Sub  67
28,Event,67,93,5,Fader Level 0x5D,,,MIDI: B1 06 5D,Sub  67
28,Event,67,94,5,Fader Level 0x5E,,,MIDI: B1 06 5E,Sub  67
28,Event,67,95,5,Fader Level 0x5F,,,MIDI: B1 06 5F,Sub  67
28,Event,67,96,5,Fader Level 0x60,,,MIDI: B1 06 60,Sub  67
28,Event,67,97,5,Fader Level 0x61,,,MIDI: B1 06 61,Sub  67
28,Event,67,98,5,Fader Level 0x62,,,MIDI: B1 06 62,Sub  67
28,Event,67,99,5,Fader Level 0x63,,,MIDI: B1 06 63,Sub  67
28,Event,67,100,5,Fader Level 0x64,,,MIDI: B1 06 64,Sub  67
28,Event,67,101,5,Fader Level 0x65,,,MIDI: B1 06 65,Sub  67
28,Event,67,102,5,Fader Level 0x66,,,MIDI: B1 06 66,Sub  67
28,Event,67,103,5,Fader Level 0x67,,,MIDI: B1 06 67,Sub  67
28,Event,67,104,5,Fader Level 0x68,,,MIDI: B1 06 68,Sub  67
28,Event,67,105,5,Fader Level 0x69,,,MIDI: B1 06 69,Sub  67
28,Event,67,106,5,Fader Level 0x6A,,,MIDI: B1 06 6A,Sub  67
28,Event,67,107,5,Fader Level 0x6B,,,MIDI: B1 06 6B,Sub  67
28,Event,67,108,5,Fader Level 0x6C,,,MIDI: B1 06 6C,Sub  67
28,Event,67,109,5,Fader Level 0x6D,,,MIDI: B1 06 6D,Sub  67
28,Event,67,110,5,Fader Level 0x6E,,,MIDI: B1 06 6E,Sub  67
28,Event,67,111,5,Fader Level 0x6F,,,MIDI: B1 06 6F,Sub  67
28,Event,67,112,5,Fader Level 0x70,,,MIDI: B1 06 70,Sub  67
28,Event,67,113,5,Fader Level 0x71,,,MIDI: B1 06 71,Sub  67
28,Event,67,114,5,Fader Level 0x72,,,MIDI: B1 06 72,Sub  67
28,Event,67,115,5,Fader Level 0x73,,,MIDI: B1 06 73,Sub  67
28,Event,67,116,5,Fader Level 0x74,,,MIDI: B1 06 74,Sub  67
28,Event,67,117,5,Fader Level 0x75,,,MIDI: B1 06 75,Sub  67
28,Event,67,118,5,Fader Level 0x76,,,MIDI: B1 06 76,Sub  67
28,Event,67,119,5,Fader Level 0x77,,,MIDI: B1 06 77,Sub  67
28,Event,67,120,5,Fader Level 0x78,,,MIDI: B1 06 78,Sub  67
28,Event,67,121,5,Fader Level 0x79,,,MIDI: B1 06 79,Sub  67
28,Event,67,122,5,Fader Level 0x7A,,,MIDI: B1 06 7A,Sub  67
28,Event,67,123,5,Fader Level 0x7B,,,MIDI: B1 06 7B,Sub  67
28,Event,67,124,5,Fader Level 0x7C,,,MIDI: B1 06 7C,Sub  67
28,Event,67,125,5,Fader Level 0x7D,,,MIDI: B1 06 7D,Sub  67
28,Event,67,126,5,Fader Level 0x7E,,,MIDI: B1 06 7E,Sub  67
28,Event,67,127,5,Fader Level 0x7F,,,MIDI: B1 06 7F,Sub  67
28,Event,67,128,5,Fader Level 0x00,,,MIDI: B1 06 00,Sub  67
28,Event,67,129,5,R Button HIGH,,,MIDI: B1 46 7F,Sub  67
28,Event,67,130,5,R Button LOW,,,MIDI: B1 46 00,Sub  67
28,Event,68,0,5,,,,Source 1 External,Network
28,Event,68,1,5,Fader Level 0x01,,,MIDI: B1 07 01,Sub  68
28,Event,68,2,5,Fader Level 0x02,,,MIDI: B1 07 02,Sub  68
28,Event,68,3,5,Fader Level 0x03,,,MIDI: B1 07 03,Sub  68
28,Event,68,4,5,Fader Level 0x04,,,MIDI: B1 07 04,Sub  68
28,Event,68,5,5,Fader Level 0x05,,,MIDI: B1 07 05,Sub  68
28,Event,68,6,5,Fader Level 0x06,,,MIDI: B1 07 06,Sub  68
28,Event,68,7,5,Fader Level 0x07,,,MIDI: B1 07 07,Sub  68
28,Event,68,8,5,Fader Level 0x08,,,MIDI: B1 07 08,Sub  68
28,Event,68,9,5,Fader Level 0x09,,,MIDI: B1 07 09,Sub  68
28,Event,68,10,5,Fader Level 0x0A,,,MIDI: B1 07 0A,Sub  68
28,Event,68,11,5,Fader Level 0x0B,,,MIDI: B1 07 0B,Sub  68
28,Event,68,12,5,Fader Level 0x0C,,,MIDI: B1 07 0C,Sub  68
28,Event,68,13,5,Fader Level 0x0D,,,MIDI: B1 07 0D,Sub  68
28,Event,68,14,5,Fader Level 0x0E,,,MIDI: B1 07 0E,Sub  68
28,Event,68,15,5,Fader Level 0x0F,,,MIDI: B1 07 0F,Sub  68
